,URL's
1057,/section/business/companies/
1058,/section/business/economy/
1059,/section/business/market/
1060,/section/education/
1061,/section/education/students-voice/
1062,/section/education/study-abroad/
1063,/elections/
1064,/brand-solutions/
1065,https://indianexpress.com/section/horoscope/
1066,https://indianexpress.com/section/india/
1067,https://eureka.indianexpress.com/video/art-craft/
1068,https://eureka.indianexpress.com/video/fitness/
1069,https://eureka.indianexpress.com/video/dance/
1070,https://indianexpress.com/section/upsc-current-affairs/
1071,https://indianexpress.com/section/sports/ipl
1072,https://indianexpress.com/article/world/russia-ukraine-war-live-updates-putin-nato-zelenskyy-biden-donetsk-luhansk-kyiv-7843547/
1073,https://indianexpress.com/article/cities/delhi/delhi-news-live-updates-weather-traffic-covid-19-7847201/
1074,https://indianexpress.com/article/education/pariksha-pe-charcha-2022-live-updates-pm-modi-students-speech-exam-stress-7846713/
1075,https://indianexpress.com/article/world/sri-lanka-economic-crisis-protests-mk-stalin-tamil-refugees-7847136/
1076,https://indianexpress.com/article/cities/mumbai/mumbai-news-live-politics-traffic-pollution-crime-7845455/
1077,https://indianexpress.com/article/cities/chennai/chennai-news-live-updates-stalin-delhi-visit-traffic-gcc-covid-dmk-aiadmk-7847124/
1078,https://indianexpress.com/article/cities/bangalore/karnataka-bengaluru-news-live-updates-hijab-row-basavaraj-bommai-halal-controversy-petrol-price-7847146/
1079,https://indianexpress.com/article/india/parliament-live-updates-nirmala-sitharaman-amit-shah-lok-sabha-rajya-sabha-7847191/
1080,https://www.facebook.com/indianexpress
1081,https://twitter.com/indianexpress
1082,https://www.linkedin.com/company/indian-express/
1083,https://www.instagram.com/indianexpress/
1084,https://play.google.com/store/apps/details?id=com.indianexpress.android&hl=en
1085,https://itunes.apple.com/us/app/the-indian-express/id506351833?mt=8
1086,https://indianexpress.com/
1087,https://tamil.indianexpress.com/
1088,https://www.financialexpress.com/
1089,https://bengali.indianexpress.com/
1090,https://www.loksatta.com/
1091,https://malayalam.indianexpress.com/
1092,https://www.jansatta.com/
1093,https://www.inuth.com/
1094,https://expressgroup.indianexpress.com/
1095,https://www.myinsuranceclub.com/
1096,https://indianexpress.com/newsletters/
1097,https://indianexpress.com/26-11/
1098,https://rngfoundation.com/awards/
1099,https://eureka.indianexpress.com/
1100,https://www.lighthousejournalism.com/
1101,/terms-and-conditions/
1102,/privacy-policy/
1103,https://expressgroup.indianexpress.com/advertise.html
1104,https://indianexpress.com/brand-solutions/
1105,/contact-us/
1106,http://subscribe.indianexpress.com/
1107,https://indianexpress.com/article/what-is/what-is-the-protection-of-children-from-sexual-offences-act-2012/
1108,https://indianexpress.com/article/india/code-of-ethics-for-digital-news-websites-6758543/
1109,https://expressgroup.indianexpress.com/corporate-social-responsibility.html
1110,https://vip.wordpress.com/?utm_source=vip_powered_wpcom&utm_medium=web&utm_campaign=VIP%20Footer%20Credit&utm_term=indianexpress.com
1111,https://indianexpress.com/
1112,https://tamil.indianexpress.com/
1113,https://bengali.indianexpress.com/
1114,https://malayalam.indianexpress.com/
1115,https://www.jansatta.com/
1116,https://www.loksatta.com/
1117,https://www.facebook.com/indianexpress
1118,https://twitter.com/indianexpress
1119,/
1120,javascript:void(0);
1121,/
1122,/
1123,/section/india/political-pulse/
1124,/section/india/
1125,/section/technology/
1126,/section/cities/
1127,/section/opinion/
1128,/section/sports/ipl/
1129,/section/entertainment/
1130,/section/lifestyle/
1131,/about/express-premium/
1132,/videos/
1133,/section/explained/
1134,/audio/
1135,/subscribe/?productName=2022_001_combo&groupName=combo
1136,/login
1137,javascript:void(0);
1138,https://indianexpress.com/subscribe/?productName=2022_001_combo&groupName=combo&utm_source=editor
1139,https://indianexpress.com/article/express-exclusive/ie100-the-most-powerful-indians-in-2022-7842489/
1140,https://indianexpress.com/article/india/truss-jaishankar-faceoff-over-sanctions-most-russian-oil-buyers-in-europe-7846996/
1141,https://indianexpress.com/article/explained/afspa-law-and-the-northeast-nagaland-manipur-assam-7846909/
1142,https://indianexpress.com/article/india/if-china-breaches-lac-again-russia-wont-help-says-us-dy-nsa-7846848/
1143,https://indianexpress.com/article/india/allahabad-hc-kashmir-students-bail-t20-world-cup-case-7846632/
1144,https://indianexpress.com/article/india/such-a-film-should-not-have-been-cleared-for-screening-sharad-pawar-on-kashmir-files-7846977/
1145,https://indianexpress.com/article/world/sri-lanka-economic-crisis-curfew-7847090/
1146,https://indianexpress.com/article/sports/ipl/ipl-2022-lucknow-turn-giant-killers-with-six-wicket-win-over-csk-in-high-scoring-game-7846888/
1147,https://indianexpress.com/
1148,/section/cities/delhi/
1149,/section/cities/mumbai/
1150,/section/cities/pune/
1151,/section/cities/bangalore/
1152,/section/cities/chandigarh/
1153,/section/cities/ahmedabad/
1154,/section/cities/lucknow/
1155,/section/cities/kolkata/
1156,https://indianexpress.com/article/india/not-approached-by-anyone-over-presidential-elections-patnaik-7843408/
1157,https://indianexpress.com/article/india/not-approached-by-anyone-over-presidential-elections-patnaik-7843408/
1158,https://indianexpress.com/article/india/central-vista-revamp-rs-1119-crore-bid-lowest-for-executive-enclave-that-will-house-new-pmo-7843371/
1159,https://indianexpress.com/article/india/central-vista-revamp-rs-1119-crore-bid-lowest-for-executive-enclave-that-will-house-new-pmo-7843371/
1160,https://indianexpress.com/article/india/chartered-accountants-bill-amendment-an-attempt-to-tinker-with-icai-autonomy-says-opposition-7843432/
1161,https://indianexpress.com/article/india/chartered-accountants-bill-amendment-an-attempt-to-tinker-with-icai-autonomy-says-opposition-7843432/
1162,https://indianexpress.com/article/india/5-questions-bjp-mp-subhash-chandra-baheria-7843436/
1163,https://indianexpress.com/article/india/5-questions-bjp-mp-subhash-chandra-baheria-7843436/
1164,https://indianexpress.com/article/india/us-deputy-nsa-likely-to-visit-this-week-7843426/
1165,https://indianexpress.com/article/india/us-deputy-nsa-likely-to-visit-this-week-7843426/
1166,https://indianexpress.com/article/india/central-government-ongc-raise-rs-3000-crore-7843204/
1167,https://indianexpress.com/article/india/central-government-ongc-raise-rs-3000-crore-7843204/
1168,https://indianexpress.com/article/india/halal-food-economic-jehad-bjp-gen-secy-ct-ravi-7843169/
1169,https://indianexpress.com/article/india/halal-food-economic-jehad-bjp-gen-secy-ct-ravi-7843169/
1170,https://indianexpress.com/article/india/indian-student-harjot-singh-who-was-shot-in-kyiv-discharged-from-hospital-7843142/
1171,https://indianexpress.com/article/india/indian-student-harjot-singh-who-was-shot-in-kyiv-discharged-from-hospital-7843142/
1172,https://indianexpress.com/article/india/record-fuel-price-hike-spike-oil-prices-last-couple-of-weeks-7843125/
1173,https://indianexpress.com/article/india/record-fuel-price-hike-spike-oil-prices-last-couple-of-weeks-7843125/
1174,https://indianexpress.com/article/india/over-1200-paramilitary-troopers-died-by-suicide-in-last-10-years-7843155/
1175,https://indianexpress.com/article/india/over-1200-paramilitary-troopers-died-by-suicide-in-last-10-years-7843155/
1176,https://indianexpress.com/article/india/bjp-respects-all-former-pms-modi-7843055/
1177,https://indianexpress.com/article/india/bjp-respects-all-former-pms-modi-7843055/
1178,https://indianexpress.com/article/india/political-pulse/mukesh-sahani-removed-bihar-cabinet-fishing-scheme-7842865/
1179,https://indianexpress.com/article/india/political-pulse/mukesh-sahani-removed-bihar-cabinet-fishing-scheme-7842865/
1180,https://indianexpress.com/article/india/mega-science-vision-document-2035-to-make-students-industry-ready-employable-7842792/
1181,https://indianexpress.com/article/india/mega-science-vision-document-2035-to-make-students-industry-ready-employable-7842792/
1182,https://indianexpress.com/article/india/political-pulse/divided-at-top-weak-within-odisha-congress-battle-survival-continues-7842795/
1183,https://indianexpress.com/article/india/political-pulse/divided-at-top-weak-within-odisha-congress-battle-survival-continues-7842795/
1184,https://indianexpress.com/article/india/political-pulse/newsmaker-13-years-outsider-shashi-tharoor-7842676/
1185,https://indianexpress.com/article/india/political-pulse/newsmaker-13-years-outsider-shashi-tharoor-7842676/
1186,https://indianexpress.com/article/india/lakhimpur-kheri-violence-case-up-govt-supreme-court-ashish-mishra-7842477/
1187,https://indianexpress.com/article/india/lakhimpur-kheri-violence-case-up-govt-supreme-court-ashish-mishra-7842477/
1188,https://indianexpress.com/article/india/kerala/sc-order-on-developmental-projects-applicable-not-just-to-silverline-kerala-hc-7842442/
1189,https://indianexpress.com/article/india/kerala/sc-order-on-developmental-projects-applicable-not-just-to-silverline-kerala-hc-7842442/
1190,https://indianexpress.com/article/india/kerala/kerala-hc-denies-bail-to-prime-accused-in-2017-actress-assault-case-7842407/
1191,https://indianexpress.com/article/india/kerala/kerala-hc-denies-bail-to-prime-accused-in-2017-actress-assault-case-7842407/
1192,https://indianexpress.com/article/india/muzaffarnagar-rakesh-tikait-starts-indefinite-protest-against-bku-activists-arrest-7842363/
1193,https://indianexpress.com/article/india/muzaffarnagar-rakesh-tikait-starts-indefinite-protest-against-bku-activists-arrest-7842363/
1194,https://indianexpress.com/article/india/29-cases-of-illegal-import-of-e-waste-detected-since-2019-centre-tells-parliament-7842379/
1195,https://indianexpress.com/article/india/29-cases-of-illegal-import-of-e-waste-detected-since-2019-centre-tells-parliament-7842379/
1196,https://indianexpress.com/article/india/kerala/kerala-bharat-bandh-government-offices-employees-7842374/
1197,https://indianexpress.com/article/india/kerala/kerala-bharat-bandh-government-offices-employees-7842374/
1198,https://indianexpress.com/article/india/pm-modi-asks-bjp-mps-to-highlight-welfare-measures-in-fortnight-dedicated-to-social-justice-7842259/
1199,https://indianexpress.com/article/india/pm-modi-asks-bjp-mps-to-highlight-welfare-measures-in-fortnight-dedicated-to-social-justice-7842259/
1200,https://indianexpress.com/article/india/political-pulse/tmc-bengal-trade-unions-strike-bharat-bandh-7842313/
1201,https://indianexpress.com/article/india/political-pulse/tmc-bengal-trade-unions-strike-bharat-bandh-7842313/
1202,https://indianexpress.com/article/india/bengal-assembly-pandemonium-a-look-at-the-other-infamous-scenes-tmc-bjp-7842152/
1203,https://indianexpress.com/article/india/bengal-assembly-pandemonium-a-look-at-the-other-infamous-scenes-tmc-bjp-7842152/
1204,https://indianexpress.com/article/india/political-pulse/karnataka-bjp-yediyurappa-son-birth-anniversary-of-lingayat-seer-7842165/
1205,https://indianexpress.com/article/india/political-pulse/karnataka-bjp-yediyurappa-son-birth-anniversary-of-lingayat-seer-7842165/
1206,https://indianexpress.com/section/india/page/4/
1207,https://indianexpress.com/section/india/page/1/
1208,https://indianexpress.com/section/india/page/3/
1209,https://indianexpress.com/section/india/page/4/
1210,https://indianexpress.com/section/india/page/6/
1211,https://indianexpress.com/section/india/page/7/
1212,https://indianexpress.com/section/india/page/11790/
1213,https://indianexpress.com/section/india/page/6/
1214,https://indianexpress.com/article/india/parliament-live-updates-nirmala-sitharaman-amit-shah-lok-sabha-rajya-sabha-7847191/
1215,https://indianexpress.com/article/cities/delhi/delhi-news-live-updates-weather-traffic-covid-19-7847201/
1216,https://indianexpress.com/article/cities/chennai/chennai-news-live-updates-stalin-delhi-visit-traffic-gcc-covid-dmk-aiadmk-7847124/
1217,https://indianexpress.com/article/pakistan/imran-khan-trust-vote-live-updates-7844466/
1218,https://indianexpress.com/meta-stories-of-strength-2022/
1219,https://indianexpress.com/events/migration-in-india/
1220,https://indianexpress.com/article/cities/bangalore/hijab-temple-bans-halal-boycott-campaign-karnataka-7847914/
1221,https://indianexpress.com/section/cities/
1222,https://indianexpress.com/article/cities/bangalore/hijab-temple-bans-halal-boycott-campaign-karnataka-7847914/
1223,https://indianexpress.com/article/india/russia-ukraine-crisis-india-jaishankar-sergey-lavrov-meet-7847735/
1224,https://indianexpress.com/article/india/russia-ukraine-crisis-india-jaishankar-sergey-lavrov-meet-7847735/
1225,https://indianexpress.com/article/entertainment/movie-review/attack-movie-review-john-abraham-does-all-the-heavy-lifting-7847456/
1226,https://indianexpress.com/section/entertainment/
1227,https://indianexpress.com/article/entertainment/movie-review/attack-movie-review-john-abraham-does-all-the-heavy-lifting-7847456/
1228,https://indianexpress.com/article/entertainment/movie-review/kaun-pravin-tambe-movie-review-shreyas-talpade-hotstar-film-7845912/
1229,https://indianexpress.com/section/entertainment/
1230,https://indianexpress.com/article/entertainment/movie-review/kaun-pravin-tambe-movie-review-shreyas-talpade-hotstar-film-7845912/
1231,https://indianexpress.com/article/trending/trending-in-india/netizens-amused-to-find-iit-iim-shaadi-founder-not-from-either-institute-7847348/
1232,https://indianexpress.com/section/trending/
1233,https://indianexpress.com/article/trending/trending-in-india/netizens-amused-to-find-iit-iim-shaadi-founder-not-from-either-institute-7847348/
1234,https://indianexpress.com/article/trending/trending-globally/shanghai-robo-dog-patrols-empty-streets-during-covid-lockdown-7847764/
1235,https://indianexpress.com/section/trending/
1236,https://indianexpress.com/article/trending/trending-globally/shanghai-robo-dog-patrols-empty-streets-during-covid-lockdown-7847764/
1237,https://indianexpress.com/article/sports/ipl/ipl-2022-gautam-gambhir-ms-dhoni-lsg-vs-csk-match-7847559/
1238,https://indianexpress.com/section/sports/
1239,https://indianexpress.com/article/sports/ipl/ipl-2022-gautam-gambhir-ms-dhoni-lsg-vs-csk-match-7847559/
1240,https://indianexpress.com/article/sports/ipl/ipl-2022-lucknow-turn-giant-killers-with-six-wicket-win-over-csk-in-high-scoring-game-7846888/
1241,https://indianexpress.com/section/sports/
1242,https://indianexpress.com/article/sports/ipl/ipl-2022-lucknow-turn-giant-killers-with-six-wicket-win-over-csk-in-high-scoring-game-7846888/
1243,https://indianexpress.com/article/opinion/columns/with-another-pm-exit-army-shows-it-reigns-supreme-pakistan-7846829/
1244,https://indianexpress.com/section/opinion/
1245,https://indianexpress.com/article/opinion/columns/with-another-pm-exit-army-shows-it-reigns-supreme-pakistan-7846829/
1246,https://indianexpress.com/article/explained/imran-khan-no-confidence-vote-pakistan-assembly-numbers-7847683/
1247,https://indianexpress.com/article/explained/imran-khan-no-confidence-vote-pakistan-assembly-numbers-7847683/
1248,https://indianexpress.com/article/lifestyle/food-wine/quiz-alert-only-chefs-and-hardcore-foodies-can-name-these-culinary-terminologies-give-it-a-go-7845958/
1249,https://indianexpress.com/section/lifestyle/
1250,https://indianexpress.com/article/lifestyle/food-wine/quiz-alert-only-chefs-and-hardcore-foodies-can-name-these-culinary-terminologies-give-it-a-go-7845958/
1251,https://indianexpress.com/article/technology/tech-reviews/oneplus-10-pro-5g-review-7845936/
1252,https://indianexpress.com/section/technology/
1253,https://indianexpress.com/article/technology/tech-reviews/oneplus-10-pro-5g-review-7845936/
1254,https://indianexpress.com/article/sports/ipl/ipl-2022-gautam-gambhir-ms-dhoni-lsg-vs-csk-match-7847559/
1255,https://indianexpress.com/section/sports/
1256,https://indianexpress.com/article/sports/ipl/ipl-2022-gautam-gambhir-ms-dhoni-lsg-vs-csk-match-7847559/
1257,https://indianexpress.com/article/sports/ipl/ipl-2022-lucknow-turn-giant-killers-with-six-wicket-win-over-csk-in-high-scoring-game-7846888/
1258,https://indianexpress.com/section/sports/
1259,https://indianexpress.com/article/sports/ipl/ipl-2022-lucknow-turn-giant-killers-with-six-wicket-win-over-csk-in-high-scoring-game-7846888/
1260,https://indianexpress.com/article/sports/ipl/lsg-v-csk-evin-lewis-the-poker-faced-assassin-bishnoi-the-zid-zap-zoom-bowler-dushmanthas-fielding-woes-7846911/
1261,https://indianexpress.com/section/sports/
1262,https://indianexpress.com/article/sports/ipl/lsg-v-csk-evin-lewis-the-poker-faced-assassin-bishnoi-the-zid-zap-zoom-bowler-dushmanthas-fielding-woes-7846911/
1263,https://indianexpress.com/article/technology/tech-reviews/oneplus-10-pro-5g-review-7845936/
1264,https://indianexpress.com/section/technology/
1265,https://indianexpress.com/article/technology/tech-reviews/oneplus-10-pro-5g-review-7845936/
1266,https://indianexpress.com/article/technology/tech-reviews/samsung-galaxy-f23-5g-review-7847824/
1267,https://indianexpress.com/section/technology/
1268,https://indianexpress.com/article/technology/tech-reviews/samsung-galaxy-f23-5g-review-7847824/
1269,https://indianexpress.com/article/technology/science/what-determines-pest-occurrence-in-an-area-heres-what-this-study-showed-7847526/
1270,https://indianexpress.com/section/technology/
1271,https://indianexpress.com/article/technology/science/what-determines-pest-occurrence-in-an-area-heres-what-this-study-showed-7847526/
1272,https://indianexpress.com/article/lifestyle/food-wine/quiz-alert-only-chefs-and-hardcore-foodies-can-name-these-culinary-terminologies-give-it-a-go-7845958/
1273,https://indianexpress.com/section/lifestyle/
1274,https://indianexpress.com/article/lifestyle/food-wine/quiz-alert-only-chefs-and-hardcore-foodies-can-name-these-culinary-terminologies-give-it-a-go-7845958/
1275,https://indianexpress.com/article/trending/trending-in-india/netizens-amused-to-find-iit-iim-shaadi-founder-not-from-either-institute-7847348/
1276,https://indianexpress.com/section/trending/
1277,https://indianexpress.com/article/trending/trending-in-india/netizens-amused-to-find-iit-iim-shaadi-founder-not-from-either-institute-7847348/
1278,https://indianexpress.com/article/trending/trending-globally/shanghai-robo-dog-patrols-empty-streets-during-covid-lockdown-7847764/
1279,https://indianexpress.com/section/trending/
1280,https://indianexpress.com/article/trending/trending-globally/shanghai-robo-dog-patrols-empty-streets-during-covid-lockdown-7847764/
1281,https://indianexpress.com/article/trending/trending-globally/famous-ukraine-cat-raises-money-to-help-other-animals-7847613/
1282,https://indianexpress.com/section/trending/
1283,https://indianexpress.com/article/trending/trending-globally/famous-ukraine-cat-raises-money-to-help-other-animals-7847613/
1284,https://indianexpress.com/article/trending/trending-globally/netizens-divided-over-dysons-latest-air-purifying-headphones-7846569/
1285,https://indianexpress.com/section/trending/
1286,https://indianexpress.com/article/trending/trending-globally/netizens-divided-over-dysons-latest-air-purifying-headphones-7846569/
1287,https://indianexpress.com/article/trending/trending-globally/activists-put-shoes-outside-georgias-parliament-to-remember-children-who-died-in-ukraine-war-7846501/
1288,https://indianexpress.com/section/trending/
1289,https://indianexpress.com/article/trending/trending-globally/activists-put-shoes-outside-georgias-parliament-to-remember-children-who-died-in-ukraine-war-7846501/
1290,/latest-news/
1291,https://indianexpress.com/article/business/sponsored-business/airtel-and-the-tale-of-working-from-two-cities-7846858/
1292,https://indianexpress.com/article/business/sponsored-business/airtel-and-the-tale-of-working-from-two-cities-7846858/
1293,https://indianexpress.com/article/india/ex-ips-officers-hail-centres-efforts-in-combating-maoist-violence-7846823/
1294,https://indianexpress.com/article/india/ex-ips-officers-hail-centres-efforts-in-combating-maoist-violence-7846823/
1295,https://indianexpress.com/article/cities/jaipur/rajasthan-doctors-suicide-complaint-bjp-leader-held-7846701/
1296,https://indianexpress.com/article/cities/jaipur/rajasthan-doctors-suicide-complaint-bjp-leader-held-7846701/
1297,https://indianexpress.com/article/lifestyle/destination-of-the-week/international-tourists-flock-back-to-new-york-with-one-big-exception-7846494/
1298,https://indianexpress.com/article/lifestyle/destination-of-the-week/international-tourists-flock-back-to-new-york-with-one-big-exception-7846494/
1299,https://indianexpress.com/article/cities/hyderabad/navy-best-marching-contingent-trophy-republic-day-parade-7846810/
1300,https://indianexpress.com/article/cities/hyderabad/navy-best-marching-contingent-trophy-republic-day-parade-7846810/
1301,https://indianexpress.com/article/sports/football/premier-league-teams-agree-to-5-subs-starting-next-season-7846819/
1302,https://indianexpress.com/article/sports/football/premier-league-teams-agree-to-5-subs-starting-next-season-7846819/
1303,https://indianexpress.com/article/cities/bangalore/enforcement-directorate-attaches-244-cr-properties-amanath-bank-fraud-case-7846805/
1304,https://indianexpress.com/article/cities/bangalore/enforcement-directorate-attaches-244-cr-properties-amanath-bank-fraud-case-7846805/
1305,https://indianexpress.com/article/world/biden-release-one-million-barrels-oil-ease-pump-prices-7846798/
1306,https://indianexpress.com/article/world/biden-release-one-million-barrels-oil-ease-pump-prices-7846798/
1307,https://indianexpress.com/article/north-east-india/tripura/tripura-bjp-rajya-sabha-member-manik-saha-7846807/
1308,https://indianexpress.com/article/north-east-india/tripura/tripura-bjp-rajya-sabha-member-manik-saha-7846807/
1309,https://indianexpress.com/article/india/political-pulse/family-feud-back-sidelined-shivpal-looks-out-7846788/
1310,https://indianexpress.com/article/india/political-pulse/family-feud-back-sidelined-shivpal-looks-out-7846788/
1311,javascript:void(0);
1312,/
1313,/section/world/
1314,/section/india/
1315,/section/north-east-india/
1316,/section/north-east-india/arunachal-pradesh/
1317,/section/north-east-india/assam/
1318,/section/north-east-india/manipur/
1319,/section/north-east-india/meghalaya/
1320,/section/north-east-india/mizoram/
1321,/section/north-east-india/nagaland/
1322,/section/north-east-india/tripura/
1323,/photos/
1324,/photos/entertainment-gallery/
1325,/photos/sports-gallery/
1326,/photos/india-news/
1327,/photos/lifestyle-gallery/
1328,/photos/trending-gallery/
1329,/photos/technology-gallery/
1330,/photos/photo-archives/
1331,/videos/
1332,/videos/explained-video/
1333,/videos/tech-video/
1334,/videos/entertainment-video/
1335,/videos/lifestyle-video/
1336,/videos/food-video/
1337,/videos/sports-video/
1338,/videos/auto-video/
1339,/videos/idea-exchange-video/
1340,/videos/news-video/
1341,/audio/
1342,/audio/3-things/
1343,/audio/express-sports/
1344,/audio/water-an-indian-express-series/
1345,/audio/likh-the-process/
1346,/audio/metro-food-hoppers/
1347,/audio/the-sandip-roy-show/
1348,/audio/talking-books/
1349,/audio/what-to-watch-this-weekend/
1350,/section/opinion/
1351,/section/explained/
1352,/section/delhi-confidential/
1353,/astrotype/daily/
1354,/express-plus/today-newsstand/
1355,https://indianexpress.com/todays-paper/
1356,/section/express-sunday-eye/
1357,/section/entertainment/
1358,/section/entertainment/bollywood/
1359,/section/entertainment/hollywood/
1360,/section/entertainment/television/
1361,/section/entertainment/music/
1362,/section/entertainment/movie-review/
1363,/section/entertainment/regional/
1364,/section/entertainment/tamil/
1365,/section/entertainment/telugu/
1366,/section/entertainment/malayalam/
1367,/section/entertainment/bollywood/box-office-collection/
1368,/section/entertainment/web-series/
1369,/section/what-is/
1370,/section/who-is/
1371,/section/when-is/
1372,/section/how-to/
1373,/section/research/
1374,/section/gender/
1375,/section/sports/
1376,/olympics/
1377,/about/t20-world-cup/
1378,/section/sports/badminton/
1379,/section/sports/cricket/
1380,/section/sports/football/
1381,/section/fifa/
1382,/section/sports/hockey/
1383,/section/sports/motor-sport/
1384,/section/sports/tennis/
1385,/section/sports/wwe-wrestling/
1386,/section/technology/
1387,/section/technology/
1388,/section/mobile-tabs/
1389,/section/gadgets/
1390,/section/science/
1391,/section/tech-reviews/
1392,/section/social/
1393,/section/tech-news-technology/
1394,/section/lifestyle/
1395,/section/lifestyle/books/
1396,/section/lifestyle/fashion/
1397,/section/lifestyle/food-wine/
1398,/section/lifestyle/health/
1399,/section/lifestyle/fitness/
1400,/section/lifestyle/art-and-culture/
1401,/section/lifestyle/workplace/
1402,/section/auto-travel/
1403,/section/trending/
1404,/section/trending/trending-in-india/
1405,/section/trending/trending-globally/
1406,/section/trending/viral-videos-trending/
1407,/section/trending/bizarre/
1408,/section/trending/voice/
1409,/parenting/
1410,/parenting/nutrition/
1411,/parenting/health-fitness/
1412,/parenting/learning/
1413,/parenting/family/
1414,/parenting/blog/
1415,/parenting/events-things-to-do/
1416,/section/cities/
1417,/section/cities/ahmedabad/
1418,/section/cities/bangalore/
1419,/section/cities/chandigarh/
1420,/section/cities/chennai/
1421,/section/cities/delhi/
1422,/section/cities/jaipur/
1423,/section/cities/kolkata/
1424,/section/cities/lucknow/
1425,/section/cities/ludhiana/
1426,/section/cities/mumbai/
1427,/section/cities/pune/
1428,/section/jobs/
1429,/section/jobs/bank-jobs/
1430,/section/jobs/defence-jobs/
1431,/section/jobs/psu-jobs/
1432,/section/jobs/railway-jobs/
1433,/section/jobs/civil-services-ias-upsc-jobs/
1434,/section/jobs/teachers-jobs/
1435,/section/jobs/staff-selection-commission-ssc/
1436,/section/business/
1437,/section/business/aviation/
1438,/section/business/banking-and-finance/
1439,/section/business/budget/
1440,/section/business/business-others/
1441,/section/business/companies/
1442,/section/business/economy/
1443,/section/business/market/
1444,/section/education/
1445,/section/education/students-voice/
1446,/section/education/study-abroad/
1447,/elections/
1448,/brand-solutions/
1449,https://indianexpress.com/section/horoscope/
1450,https://indianexpress.com/section/india/
1451,https://eureka.indianexpress.com/video/art-craft/
1452,https://eureka.indianexpress.com/video/fitness/
1453,https://eureka.indianexpress.com/video/dance/
1454,https://indianexpress.com/section/upsc-current-affairs/
1455,https://indianexpress.com/section/sports/ipl
1456,https://indianexpress.com/article/world/russia-ukraine-war-live-updates-putin-nato-zelenskyy-biden-donetsk-luhansk-kyiv-7843547/
1457,https://indianexpress.com/article/cities/delhi/delhi-news-live-updates-weather-traffic-covid-19-7847201/
1458,https://indianexpress.com/article/education/pariksha-pe-charcha-2022-live-updates-pm-modi-students-speech-exam-stress-7846713/
1459,https://indianexpress.com/article/world/sri-lanka-economic-crisis-protests-mk-stalin-tamil-refugees-7847136/
1460,https://indianexpress.com/article/cities/mumbai/mumbai-news-live-politics-traffic-pollution-crime-7845455/
1461,https://indianexpress.com/article/cities/chennai/chennai-news-live-updates-stalin-delhi-visit-traffic-gcc-covid-dmk-aiadmk-7847124/
1462,https://indianexpress.com/article/cities/bangalore/karnataka-bengaluru-news-live-updates-hijab-row-basavaraj-bommai-halal-controversy-petrol-price-7847146/
1463,https://indianexpress.com/article/india/parliament-live-updates-nirmala-sitharaman-amit-shah-lok-sabha-rajya-sabha-7847191/
1464,https://www.facebook.com/indianexpress
1465,https://twitter.com/indianexpress
1466,https://www.linkedin.com/company/indian-express/
1467,https://www.instagram.com/indianexpress/
1468,https://play.google.com/store/apps/details?id=com.indianexpress.android&hl=en
1469,https://itunes.apple.com/us/app/the-indian-express/id506351833?mt=8
1470,https://indianexpress.com/
1471,https://tamil.indianexpress.com/
1472,https://www.financialexpress.com/
1473,https://bengali.indianexpress.com/
1474,https://www.loksatta.com/
1475,https://malayalam.indianexpress.com/
1476,https://www.jansatta.com/
1477,https://www.inuth.com/
1478,https://expressgroup.indianexpress.com/
1479,https://www.myinsuranceclub.com/
1480,https://indianexpress.com/newsletters/
1481,https://indianexpress.com/26-11/
1482,https://rngfoundation.com/awards/
1483,https://eureka.indianexpress.com/
1484,https://www.lighthousejournalism.com/
1485,/terms-and-conditions/
1486,/privacy-policy/
1487,https://expressgroup.indianexpress.com/advertise.html
1488,https://indianexpress.com/brand-solutions/
1489,/contact-us/
1490,http://subscribe.indianexpress.com/
1491,https://indianexpress.com/article/what-is/what-is-the-protection-of-children-from-sexual-offences-act-2012/
1492,https://indianexpress.com/article/india/code-of-ethics-for-digital-news-websites-6758543/
1493,https://expressgroup.indianexpress.com/corporate-social-responsibility.html
1494,https://vip.wordpress.com/?utm_source=vip_powered_wpcom&utm_medium=web&utm_campaign=VIP%20Footer%20Credit&utm_term=indianexpress.com
1495,#main-menu
1496,https://www.indiatoday.in/
1497,https://malayalam.indiatoday.in/
1498,https://www.businesstoday.in/
1499,https://www.dailyo.in/
1500,https://www.aajtak.in
1501,https://www.thelallantop.com/
1502,https://www.gnttv.com/
1503,https://www.ichowk.in/
1504,https://www.readersdigest.in/
1505,javascript:void(0)
1506,/
1507,/livetv
1508,https://www.indiatoday.in
1509,/our-apps
1510,/magazine
1511,https://www.indiatoday.in/interactive/cryptocurrency-price-in-india-bitcoin-ethereum-dogecoin-ripple-litecoin/
1512,https://auth.indiatoday.in/saml_login/other/aHR0cHM6Ly93d3cuaW5kaWF0b2RheS5pbi9pbmRpYT9wYWdlPTEjc3NvbG9naW49MQ==
1513,/edit-profile
1514,/user/logout
1515,https://www.indiatoday.in
1516,https://www.indiatoday.in/foryou
1517,/india
1518,/business
1519,/world
1520,https://www.indiatoday.in/technology
1521,/movies
1522,/sports/ipl-2022
1523,https://www.indiatoday.in/science
1524,/happiness-quest
1525,https://www.indiatoday.in/interactive/cryptocurrency-price-in-india-bitcoin-ethereum-dogecoin-ripple-litecoin/
1526,/livetv
1527,javascript:void(0)
1528,https://www.facebook.com/IndiaToday/
